Date,Demographic_category,Administered_Dose1,Administered_Dose1_pct_known,Administered_Dose1_pct_US,Series_Complete_Yes,Administered_Dose1_pct_agegroup,Series_Complete_Pop_pct_agegroup,Series_Complete_Pop_Pct_known,Series_Complete_Pop_Pct_US,Booster_Doses_Vax_pct_agegroup,Booster_Doses_Pop_Pct_known,Booster_Doses_Vax_Pct_US,Booster_Doses_Pop_Pct_known_Last14Days,Booster_Doses_Yes,Booster_Doses_Yes_Last14Days
12/29/2021,Ages_5-11_yrs,7117037,2.9,2.9,4580915,24.8,15.9,2.2,2.2,0,0,0,0,0,0
12/29/2021,Ages_12-15_yrs,10428685,4.3,4.3,8840257,61.7,52.3,4.2,4.2,0.5,0.1,4.3,0.1,40484,10668
12/29/2021,Ages_<5yrs,12265,0,0,3113,0.1,0,0,0,0,0,0,0,0,0
12/29/2021,Age_unknown,25123,0,0,5877,,,0,0,0,0,0,0,0,0
12/29/2021,Sex_Female,125930265,52.3,51.8,108382211,74.7,64.3,52.5,52.1,37.8,54.8,52.6,52.2,40076965,5234193
12/29/2021,Ages_50-64_yrs,57205572,23.5,23.5,50232236,89.9,78.9,24.1,24.1,41,28.1,24.7,29.9,20570690,2997360
12/29/2021,Race_eth_NHWhite,101250651,56.1,41.6,91821025,51.3,46.5,57,44.1,47.7,65.6,57.1,57.3,42792539,5176375
12/29/2021,Sex_Male,115073475,47.7,47.3,98132058,70.4,60,47.5,47.2,34.5,45.2,47.4,47.8,33024272,4785195
12/29/2021,Ages_40-49_yrs,33781265,13.9,13.9,29344923,82.8,71.9,14.1,14.1,31.5,12.6,14.4,15.9,9231348,1597793
12/29/2021,Ages_<12yrs,7134483,2.9,2.9,4585348,14.7,9.5,2.2,2.2,0,0,0,0,0,0
12/29/2021,Ages_25-39_yrs,51498010,21.2,21.2,43588494,75.3,63.7,21,21,24.4,14.5,21.4,20.9,10655813,2093112
12/29/2021,Ages_75+_yrs,22412455,9.2,9.2,19447315,95,84.9,9.3,9.3,63,16.7,9.6,6.9,12247424,696234
12/29/2021,Ages_18-24_yrs,22030279,9.1,9.1,18235526,72,59.6,8.8,8.8,16.9,4.2,9,11,3090370,1108004
12/29/2021,Race_eth_unknown,62797536,34.8,25.8,47057973,,,29.2,22.6,17.3,12.3,29.5,11.2,8003634,1007685
12/29/2021,Ages_65-74_yrs,32993518,13.6,13.6,28830371,95,90.4,13.9,13.9,58.5,23,14.2,11.4,16873567,1140182
12/29/2021,Race_eth_NHAIAN,1632182,0.9,0.7,1354197,67,55.6,0.8,0.7,33,0.7,0.8,0.6,433191,49828
12/29/2021,Age_known,243168518,99.9,99.9,208014048,,,99.9,99.9,36,99.9,99.9,99.9,73238182,10038205
12/29/2021,Race_eth_NHBlack,18139025,10.1,7.5,15788724,44,38.3,9.8,7.6,31.6,7.5,9.9,9,4910664,811994
12/29/2021,Race_eth_NHAsian,11932895,6.6,4.9,10890758,62.8,57.3,6.8,5.2,48.9,7.8,6.7,10.6,5109312,953980
12/28/2021,Race_eth_unknown,62702600,34.8,25.8,47020495,,,29.2,22.6,17.1,12.3,29.5,11.3,7908215,1032498
12/28/2021,Race_eth_NHMult_Oth,10772980,6,4.4,9552652,95,95,5.9,4.6,41.6,6,5.9,5.9,3846606,536065
12/28/2021,Ages_16-17_yrs,5672722,2.3,2.3,4903693,67.6,58.5,2.4,2.4,9.9,0.7,2.4,3.7,485055,372890
12/28/2021,Age_unknown,25092,0,0,5876,,,0,0,0,0,0,0,0,0
12/28/2021,Race_eth_NHWhite,101104548,56.2,41.6,91735137,51.2,46.5,57.1,44.1,47.2,65.7,57.1,58.1,42308688,5307365
12/28/2021,Ages_18-24_yrs,21977435,9.1,9.1,18214466,71.9,59.6,8.8,8.8,16.3,4.1,9,10.6,2974862,1079919
12/28/2021,US,242758018,,100,207785154,73.1,62.6,,100,35.5,,100,,72260013,10173044
12/28/2021,Ages_<12yrs,7022159,2.9,2.9,4495705,14.5,9.3,2.2,2.2,0,0,0,0,0,0
12/28/2021,Age_known,242732926,99.9,99.9,207779278,,,99.9,99.9,35.5,99.9,99.9,99.9,72260013,10173044
12/28/2021,Ages_50-64_yrs,57138041,23.5,23.5,50204162,89.8,78.9,24.2,24.2,40.4,28.1,24.7,30.1,20286484,3061415
12/28/2021,Race_eth_known,180055383,99.9,74.2,160764577,,,99.9,77.4,41,99.9,99.9,99.9,64351798,9140546
12/28/2021,Race_eth_NHNHOPI,563723,0.3,0.2,507520,60.7,54.7,0.3,0.2,28.3,0.2,0.3,0.3,139672,23482
12/28/2021,Ages_12-17_yrs,16081068,6.6,6.6,13731127,63.6,54.3,6.6,6.6,3.8,0.7,6.8,3.8,524287,382916
12/28/2021,Ages_65-74_yrs,32970117,13.6,13.6,28821299,95,90.4,13.9,13.9,58.2,23.2,14.2,11.7,16766351,1187538
12/28/2021,Ages_12-15_yrs,10408346,4.3,4.3,8827434,61.5,52.2,4.2,4.2,0.4,0.1,4.3,0.1,39232,10026
12/28/2021,Ages_25-39_yrs,51410265,21.2,21.2,43547225,75.2,63.7,21,21,24,14.5,21.4,20.8,10453193,2116029
12/28/2021,Ages_75+_yrs,22399027,9.2,9.2,19442030,95,84.9,9.4,9.4,62.7,16.9,9.6,7.2,12181404,731691
12/28/2021,Ages_5-11_yrs,7004821,2.9,2.9,4491276,24.4,15.6,2.2,2.2,0,0,0,0,0,0
12/28/2021,Ages_40-49_yrs,33734814,13.9,13.9,29323264,82.7,71.9,14.1,14.1,30.9,12.6,14.4,15.9,9073432,1613536
12/28/2021,Race_eth_NHAIAN,1628454,0.9,0.7,1351196,66.9,55.5,0.8,0.7,32.6,0.7,0.8,0.5,427507,50166
12/28/2021,Ages_<5yrs,12171,0,0,3110,0.1,0,0,0,0,0,0,0,0,0
12/28/2021,Sex_Male,114859732,47.7,47.3,98018605,70.3,60,47.5,47.2,34,45.2,47.4,47.9,32576168,4867690
12/28/2021,Race_eth_NHBlack,18091722,10,7.5,15762395,43.9,38.2,9.8,7.6,31.1,7.5,9.9,8.8,4823283,808716
12/28/2021,Sex_unknown,2186783,0.9,0.9,1504781,,,0.7,0.7,9,0.2,0.7,0.2,135029,19632
12/28/2021,Race_eth_NHAsian,11901895,6.6,4.9,10874093,62.7,57.2,6.8,5.2,48.1,7.8,6.7,10.4,5019489,954530
12/28/2021,Race_eth_Hispanic,35992061,20,14.8,30981584,56.5,48.6,19.3,14.9,25.7,12.1,19.3,16,7786553,1460222
12/28/2021,Sex_Female,125711503,52.3,51.8,108261768,74.6,64.2,52.5,52.1,37.3,54.8,52.6,52.1,39548816,5285722
12/28/2021,Sex_known,240571235,99.9,99.1,206280373,,,99.9,99.3,35.7,99.9,99.9,99.9,72124984,10153412
12/27/2021,Ages_75+_yrs,22385123,9.2,9.2,19436558,95,84.9,9.4,9.4,62.3,17,9.6,7.4,12111210,762198
12/27/2021,Ages_12-15_yrs,10389303,4.3,4.3,8814480,61.4,52.1,4.2,4.2,0.4,0.1,4.3,0.1,38040,9440
12/27/2021,Ages_65-74_yrs,32945656,13.6,13.6,28811955,95,90.4,13.9,13.9,57.8,23.4,14.2,12,16653928,1227585
12/27/2021,Race_eth_NHNHOPI,562609,0.3,0.2,506183,60.6,54.5,0.3,0.2,27.8,0.2,0.3,0.3,137130,23377
12/27/2021,Ages_<12yrs,6917642,2.9,2.9,4403903,14.3,9.1,2.1,2.1,0,0,0,0,0,0
12/27/2021,Sex_Male,114646465,47.7,47.3,97903504,70.1,59.9,47.5,47.2,33.6,45.2,47.4,48.1,32120703,4919658
12/27/2021,Race_eth_known,179715674,99.9,74.2,160563786,,,99.9,77.4,40.4,99.9,99.9,99.9,63454607,9187123
12/27/2021,Ages_25-39_yrs,51320198,21.2,21.2,43505689,75,63.6,21,21,23.6,14.4,21.4,20.8,10253427,2130616
12/27/2021,Ages_18-24_yrs,21921931,9,9,18192822,71.7,59.5,8.8,8.8,15.7,4,9,10.2,2856705,1040421
12/27/2021,US,242323524,,100,207545930,73,62.5,,100,35.1,,100,,71267715,10242361
12/27/2021,Race_eth_NHMult_Oth,10754551,6,4.4,9539383,95,95,5.9,4.6,41,6,5.9,5.8,3794476,536031
12/27/2021,Sex_Female,125493343,52.3,51.8,108138441,74.5,64.2,52.5,52.1,36.8,54.8,52.6,51.9,39013817,5302540
12/27/2021,Race_eth_unknown,62607815,34.8,25.8,46982062,,,29.3,22.6,16.9,12.3,29.5,11.5,7813108,1055238
12/27/2021,Race_eth_Hispanic,35900807,20,14.8,30929411,56.3,48.5,19.3,14.9,25.2,12,19.3,15.6,7624776,1431223
12/27/2021,Age_known,242298463,99.9,99.9,207540057,,,99.9,99.9,35.1,99.9,99.9,99.9,71267715,10242361
12/27/2021,Ages_<5yrs,12081,0,0,3100,0.1,0,0,0,0,0,0,0,0,0
12/27/2021,Race_eth_NHAIAN,1624992,0.9,0.7,1348492,66.7,55.4,0.8,0.6,32.3,0.7,0.8,0.6,422170,50956
12/27/2021,Race_eth_NHWhite,100957142,56.2,41.7,91647840,51.2,46.4,57.1,44.2,46.6,65.9,57.2,58.7,41813125,5393423
12/27/2021,Race_eth_NHAsian,11869975,6.6,4.9,10856594,62.5,57.2,6.8,5.2,47.2,7.8,6.7,10.3,4926652,950030
12/27/2021,Sex_known,240139808,99.9,99.1,206041945,,,99.9,99.3,35.3,99.9,99.9,99.9,71134520,10222198
12/27/2021,Ages_40-49_yrs,33687827,13.9,13.9,29301558,82.6,71.8,14.1,14.1,30.4,12.5,14.4,15.8,8915989,1621874
12/27/2021,Age_unknown,25061,0,0,5873,,,0,0,0,0,0,0,0,0
12/27/2021,Ages_50-64_yrs,57069016,23.6,23.6,50175358,89.6,78.8,24.2,24.2,39.9,28.1,24.7,30.3,19995347,3102873
12/27/2021,Ages_16-17_yrs,5661767,2.3,2.3,4897734,67.5,58.4,2.4,2.4,9,0.6,2.4,3.4,443069,347354
12/27/2021,Race_eth_NHBlack,18045598,10,7.4,15735883,43.8,38.2,9.8,7.6,30.5,7.5,9.9,8.7,4736278,802083
12/27/2021,Ages_12-17_yrs,16051070,6.6,6.6,13712214,63.4,54.2,6.6,6.6,3.5,0.7,6.8,3.5,481109,356794
12/27/2021,Ages_5-11_yrs,6900413,2.8,2.8,4399485,24,15.3,2.1,2.1,0,0,0,0,0,0
12/27/2021,Sex_unknown,2183716,0.9,0.9,1503985,,,0.7,0.7,8.9,0.2,0.7,0.2,133195,20163
12/26/2021,Ages_18-24_yrs,21868525,9,9,18172626,71.5,59.4,8.8,8.8,15.1,3.9,9,9.7,2748580,1005959
12/26/2021,Race_eth_NHNHOPI,561724,0.3,0.2,505344,60.5,54.4,0.3,0.2,27.4,0.2,0.3,0.3,134968,23424
12/26/2021,Race_eth_NHWhite,100820663,56.2,41.7,91564853,51.1,46.4,57.1,44.2,46.2,66,57.2,59.4,41369559,5531299
12/26/2021,Ages_<12yrs,6835165,2.8,2.8,4314711,14.1,8.9,2.1,2.1,0,0,0,0,0,0
12/26/2021,Ages_65-74_yrs,32922401,13.6,13.6,28803377,95,90.3,13.9,13.9,57.5,23.5,14.2,12.3,16557200,1283730
12/26/2021,Ages_75+_yrs,22372768,9.2,9.2,19431920,95,84.8,9.4,9.4,62,17.1,9.6,7.8,12054989,807941
12/26/2021,US,241928242,,100,207318066,72.9,62.4,,100,34.7,,100,,70383202,10406307
12/26/2021,Age_unknown,25026,0,0,5870,,,0,0,0,0,0,0,0,0
12/26/2021,Race_eth_Hispanic,35820129,20,14.8,30878905,56.2,48.4,19.3,14.9,24.8,11.9,19.3,15.2,7480916,1419469
12/26/2021,Race_eth_NHBlack,18007170,10,7.4,15711884,43.7,38.1,9.8,7.6,30.1,7.4,9.9,8.7,4663849,807681
12/26/2021,Ages_12-15_yrs,10373666,4.3,4.3,8801613,61.3,52,4.2,4.2,0.4,0.1,4.3,0.1,37016,8914
12/26/2021,Ages_50-64_yrs,57002580,23.6,23.6,50148131,89.5,78.8,24.2,24.2,39.3,28,24.7,30.5,19732777,3172528
12/26/2021,Ages_12-17_yrs,16025347,6.6,6.6,13693660,63.3,54.1,6.6,6.6,3.2,0.6,6.7,3.2,441722,331597
12/26/2021,Race_eth_NHAIAN,1622135,0.9,0.7,1346085,66.6,55.3,0.8,0.6,31.9,0.7,0.8,0.6,417768,52319
12/26/2021,Ages_5-11_yrs,6818017,2.8,2.8,4310304,23.7,15,2.1,2.1,0,0,0,0,0,0
12/26/2021,Age_known,241903216,99.9,99.9,207312196,,,99.9,99.9,34.7,99.9,99.9,99.9,70383202,10406307
12/26/2021,Sex_unknown,2181092,0.9,0.9,1503348,,,0.7,0.7,8.8,0.2,0.7,0.2,131936,21190
12/26/2021,Ages_25-39_yrs,51233568,21.2,21.2,43466892,74.9,63.6,21,21,23.2,14.3,21.4,20.8,10072804,2160027
12/26/2021,Race_eth_known,179409862,99.9,74.2,160371480,,,99.9,77.4,40,99.9,99.9,99.9,62652063,9319766
12/26/2021,Ages_16-17_yrs,5651681,2.3,2.3,4892047,67.4,58.3,2.4,2.4,8.3,0.6,2.4,3.1,404706,322683
12/26/2021,Ages_40-49_yrs,33642862,13.9,13.9,29280879,82.5,71.8,14.1,14.1,30,12.5,14.4,15.8,8775130,1644525
12/26/2021,Race_eth_unknown,62518345,34.8,25.8,46946504,,,29.3,22.6,16.7,12.3,29.5,11.7,7731139,1086541
12/26/2021,Race_eth_NHMult_Oth,10738021,6,4.4,9525838,95,95,5.9,4.6,40.5,6,5.9,5.8,3746650,538453
12/26/2021,Sex_known,239747150,99.9,99.1,205814718,,,99.9,99.3,34.9,99.9,99.9,99.9,70251266,10385117
12/26/2021,Sex_Male,114452293,47.7,47.3,97793431,70,59.8,47.5,47.2,33.2,45.1,47.4,48.3,31715962,5015584
12/26/2021,Sex_Female,125294857,52.3,51.8,108021287,74.3,64.1,52.5,52.1,36.4,54.9,52.6,51.7,38535304,5369533
12/26/2021,Race_eth_NHAsian,11840020,6.6,4.9,10838571,62.3,57.1,6.8,5.2,46.4,7.7,6.7,10.2,4838353,947121
12/26/2021,Ages_<5yrs,12010,0,0,3090,0.1,0,0,0,0,0,0,0,0,0
12/25/2021,Ages_40-49_yrs,33626169,13.9,13.9,29272335,82.4,71.8,14.1,14.1,29.8,12.5,14.4,15.8,8730385,1754255
12/25/2021,Sex_Female,125227862,52.3,51.8,107978949,74.3,64.1,52.5,52.1,36.3,54.9,52.6,51.7,38394694,5744035
12/25/2021,Ages_75+_yrs,22369630,9.3,9.3,19430919,95,84.8,9.4,9.4,62,17.2,9.6,8,12044676,887968
12/25/2021,Age_known,241770659,99.9,99.9,207229329,,,99.9,99.9,34.6,99.9,99.9,99.9,70123478,11124649
12/25/2021,Ages_<5yrs,11991,0,0,3087,0.1,0,0,0,0,0,0,0,0,0
12/25/2021,Sex_Male,114387115,47.7,47.3,97753032,70,59.8,47.5,47.2,33.1,45.1,47.4,48.3,31597153,5357907
12/25/2021,Ages_12-17_yrs,16017328,6.6,6.6,13686073,63.3,54.1,6.6,6.6,3.1,0.6,6.7,3,429211,331223
12/25/2021,Race_eth_Hispanic,35791900,20,14.8,30859456,56.1,48.4,19.3,14.9,24.6,11.9,19.3,15,7437542,1497842
12/25/2021,Ages_16-17_yrs,5648121,2.3,2.3,4889825,67.3,58.3,2.4,2.4,8,0.6,2.4,2.9,392416,322082
12/25/2021,US,241795683,,100,207235199,72.8,62.4,,100,34.6,,100,,70123478,11124649
12/25/2021,Sex_unknown,2180706,0.9,0.9,1503218,,,0.7,0.7,8.8,0.2,0.7,0.2,131631,22707
12/25/2021,Ages_12-15_yrs,10369207,4.3,4.3,8796248,61.3,52,4.2,4.2,0.4,0.1,4.3,0.1,36795,9141
12/25/2021,Race_eth_NHWhite,100774795,56.2,41.7,91535299,51.1,46.4,57.1,44.2,46,66.1,57.2,59.7,41241519,5946276
12/25/2021,Race_eth_NHAIAN,1621701,0.9,0.7,1345820,66.6,55.3,0.8,0.6,31.9,0.7,0.8,0.6,417036,56599
12/25/2021,Race_eth_NHBlack,17995362,10,7.4,15702940,43.7,38.1,9.8,7.6,30,7.4,9.9,8.6,4644376,857148
12/25/2021,Race_eth_known,179305882,99.9,74.2,160300307,,,99.9,77.4,39.8,99.9,99.9,99.9,62412853,9953561
12/25/2021,Race_eth_unknown,62489767,34.9,25.8,46934810,,,29.3,22.6,16.7,12.4,29.5,11.8,7710625,1171088
12/25/2021,Ages_<12yrs,6814795,2.8,2.8,4285068,14.1,8.8,2.1,2.1,0,0,0,0,0,0
12/25/2021,Ages_65-74_yrs,32915621,13.6,13.6,28801093,95,90.3,13.9,13.9,57.4,23.6,14.2,12.6,16536354,1404741
12/25/2021,Ages_25-39_yrs,51199680,21.2,21.2,43451018,74.9,63.5,21,21,23,14.3,21.4,20.7,10013226,2298262
12/25/2021,Ages_50-64_yrs,56979423,23.6,23.6,50138330,89.5,78.8,24.2,24.2,39.2,28,24.7,30.7,19656477,3410437
12/25/2021,Sex_known,239614977,99.9,99.1,205731981,,,99.9,99.3,34.7,99.9,99.9,99.9,69991847,11101942
12/25/2021,Race_eth_NHMult_Oth,10733524,6,4.4,9521341,95,95,5.9,4.6,40.4,6,5.9,5.8,3733550,574396
12/25/2021,Age_unknown,25024,0,0,5870,,,0,0,0,0,0,0,0,0
12/25/2021,Ages_18-24_yrs,21848013,9,9,18164493,71.4,59.4,8.8,8.8,14.9,3.9,9,9.3,2713149,1037763
12/25/2021,Ages_5-11_yrs,6797670,2.8,2.8,4280665,23.6,14.9,2.1,2.1,0,0,0,0,0,0
12/25/2021,Race_eth_NHNHOPI,561466,0.3,0.2,505139,60.5,54.4,0.3,0.2,27.3,0.2,0.3,0.3,134386,24947
12/25/2021,Race_eth_NHAsian,11827134,6.6,4.9,10830312,62.3,57,6.8,5.2,46.1,7.7,6.7,10,4804444,996353
12/24/2021,Ages_12-17_yrs,16017184,6.6,6.6,13686016,63.3,54.1,6.6,6.6,3.1,0.6,6.7,3,429106,339199
12/24/2021,Ages_16-17_yrs,5648059,2.3,2.3,4889798,67.3,58.3,2.4,2.4,8,0.6,2.4,2.9,392325,329815
12/24/2021,Age_unknown,25022,0,0,5870,,,0,0,0,0,0,0,0,0
12/24/2021,Ages_40-49_yrs,33625883,13.9,13.9,29272221,82.4,71.8,14.1,14.1,29.8,12.4,14.4,15.8,8729818,1816149
12/24/2021,Ages_65-74_yrs,32915494,13.6,13.6,28801063,95,90.3,13.9,13.9,57.4,23.6,14.2,12.5,16536064,1437809
12/24/2021,Race_eth_NHBlack,17995189,10,7.4,15702872,43.7,38.1,9.8,7.6,30,7.4,9.9,8.6,4644027,878978
12/24/2021,Race_eth_NHAIAN,1621693,0.9,0.7,1345813,66.6,55.3,0.8,0.6,31.9,0.7,0.8,0.6,417022,57928
12/24/2021,Race_eth_known,179304516,99.9,74.2,160299655,,,99.9,77.4,39.8,99.9,99.9,99.9,62410114,10262802
12/24/2021,Sex_Female,125226974,52.3,51.8,107978539,74.3,64.1,52.5,52.1,36.3,54.9,52.6,51.8,38393129,5926244
12/24/2021,Ages_5-11_yrs,6797427,2.8,2.8,4280435,23.6,14.9,2.1,2.1,0,0,0,0,0,0
12/24/2021,Ages_18-24_yrs,21847758,9,9,18164407,71.4,59.4,8.8,8.8,14.9,3.9,9,9.3,2712798,1065961
12/24/2021,Race_eth_Hispanic,35791477,20,14.8,30859311,56.1,48.4,19.3,14.9,24.6,11.9,19.3,15.1,7436977,1546107
12/24/2021,Sex_Male,114385986,47.7,47.3,97752561,70,59.8,47.5,47.2,33.1,45.1,47.4,48.2,31595506,5517528
12/24/2021,Ages_25-39_yrs,51199126,21.2,21.2,43450823,74.9,63.5,21,21,23,14.3,21.4,20.8,10012496,2380791
12/24/2021,Ages_75+_yrs,22369564,9.3,9.3,19430890,95,84.8,9.4,9.4,62,17.2,9.6,7.9,12044434,906548
12/24/2021,Age_known,241768634,99.9,99.9,207228442,,,99.9,99.9,34.6,99.9,99.9,99.9,70120254,11466926
12/24/2021,Ages_<5yrs,11991,0,0,3087,0.1,0,0,0,0,0,0,0,0,0
12/24/2021,Sex_unknown,2180696,0.9,0.9,1503212,,,0.7,0.7,8.8,0.2,0.7,0.2,131619,23154
12/24/2021,Ages_<12yrs,6814552,2.8,2.8,4284838,14.1,8.8,2.1,2.1,0,0,0,0,0,0
12/24/2021,Sex_known,239612960,99.9,99.1,205731100,,,99.9,99.3,34.7,99.9,99.9,99.9,69988635,11443772
12/24/2021,Race_eth_NHMult_Oth,10733413,6,4.4,9521268,95,95,5.9,4.6,40.4,6,5.9,5.8,3733343,591860
12/24/2021,Ages_50-64_yrs,56979073,23.6,23.6,50138184,89.5,78.8,24.2,24.2,39.2,28,24.7,30.7,19655538,3520469
12/24/2021,Race_eth_NHNHOPI,561464,0.3,0.2,505137,60.5,54.4,0.3,0.2,27.3,0.2,0.3,0.3,134382,25777
12/24/2021,Race_eth_unknown,62489106,34.9,25.8,46934575,,,29.3,22.6,16.7,12.4,29.5,11.7,7710140,1204124
12/24/2021,Race_eth_NHAsian,11826899,6.6,4.9,10830170,62.3,57,6.8,5.2,46.1,7.7,6.7,10.1,4803864,1034361
12/24/2021,Race_eth_NHWhite,100774381,56.2,41.7,91535084,51.1,46.4,57.1,44.2,46,66.1,57.2,59.7,41240499,6127791
12/24/2021,US,241793656,,100,207234312,72.8,62.4,,100,34.6,,100,,70120254,11466926
12/24/2021,Ages_12-15_yrs,10369125,4.3,4.3,8796218,61.3,52,4.2,4.2,0.4,0.1,4.3,0.1,36781,9384
12/23/2021,Race_eth_NHBlack,17984387,10,7.4,15695611,43.6,38.1,9.8,7.6,29.9,7.4,9.9,8.5,4624957,903654
12/23/2021,Ages_16-17_yrs,5645327,2.3,2.3,4888398,67.3,58.3,2.4,2.4,7.8,0.5,2.4,2.8,382580,334262
12/23/2021,Sex_unknown,2180173,0.9,0.9,1503072,,,0.7,0.7,8.8,0.2,0.7,0.2,131297,24046
12/23/2021,Sex_Female,125178560,52.3,51.8,107951145,74.3,64,52.5,52.1,36.2,54.9,52.6,51.9,38286772,6161478
12/23/2021,Ages_<12yrs,6800764,2.8,2.8,4267892,14,8.8,2.1,2.1,0,0,0,0,0,0
12/23/2021,Race_eth_NHWhite,100744037,56.2,41.7,91518059,51.1,46.4,57.1,44.2,45.9,66.1,57.2,59.8,41149731,6365977
12/23/2021,Ages_18-24_yrs,21833327,9,9,18158669,71.4,59.4,8.8,8.8,14.8,3.8,8.9,9.1,2688217,1087051
12/23/2021,US,241689627,,100,207178022,72.8,62.4,,100,34.5,,100,,69903132,11894454
12/23/2021,Race_eth_NHMult_Oth,10728924,6,4.4,9517760,95,95,5.9,4.6,40.3,6,5.9,5.7,3719121,611098
12/23/2021,Ages_75+_yrs,22366044,9.3,9.3,19429702,95,84.8,9.4,9.4,61.9,17.2,9.6,7.8,12031804,929179
12/23/2021,Sex_Male,114330894,47.7,47.3,97723805,69.9,59.8,47.5,47.2,32.9,45.1,47.4,48.1,31485063,5708930
12/23/2021,Age_known,241664619,99.9,99.9,207172153,,,99.9,99.9,34.5,99.9,99.9,99.9,69903132,11894454
12/23/2021,Race_eth_NHAsian,11814485,6.6,4.9,10823444,62.2,57,6.8,5.2,45.7,7.7,6.7,10,4767671,1067998
12/23/2021,Ages_<5yrs,11970,0,0,3085,0.1,0,0,0,0,0,0,0,0,0
12/23/2021,Ages_65-74_yrs,32908618,13.6,13.6,28798783,95,90.3,13.9,13.9,57.3,23.6,14.2,12.4,16513427,1479064
12/23/2021,Race_eth_NHNHOPI,561226,0.3,0.2,504913,60.4,54.4,0.3,0.2,27.2,0.2,0.3,0.3,133856,26757
12/23/2021,Ages_12-17_yrs,16011391,6.6,6.6,13681763,63.3,54.1,6.6,6.6,3.1,0.6,6.7,2.9,419122,343933
12/23/2021,Race_eth_NHAIAN,1621305,0.9,0.7,1345557,66.6,55.3,0.8,0.6,31.8,0.7,0.8,0.6,416252,59761
12/23/2021,Race_eth_Hispanic,35774163,20,14.8,30847725,56.1,48.4,19.2,14.9,24.5,11.9,19.3,15.1,7405248,1613059
12/23/2021,Age_unknown,25008,0,0,5869,,,0,0,0,0,0,0,0,0
12/23/2021,Race_eth_known,179228527,99.9,74.2,160253069,,,99.9,77.4,39.7,99.9,99.9,99.9,62216836,10648304
12/23/2021,Ages_12-15_yrs,10366064,4.3,4.3,8793365,61.3,52,4.2,4.2,0.4,0.1,4.3,0.1,36542,9671
12/23/2021,Ages_40-49_yrs,33612410,13.9,13.9,29266173,82.4,71.7,14.1,14.1,29.7,12.4,14.4,16,8694788,1902112
12/23/2021,Ages_50-64_yrs,56958097,23.6,23.6,50129925,89.5,78.7,24.2,24.2,39.1,28,24.7,30.8,19587251,3669286
12/23/2021,Ages_5-11_yrs,6783662,2.8,2.8,4263491,23.6,14.8,2.1,2.1,0,0,0,0,0,0
12/23/2021,Race_eth_unknown,62461067,34.8,25.8,46924871,,,29.3,22.6,16.6,12.4,29.5,11.7,7686296,1246150
12/23/2021,Ages_25-39_yrs,51173968,21.2,21.2,43439246,74.8,63.5,21,21,22.9,14.3,21.4,20.9,9968523,2483829
12/23/2021,Sex_known,239509454,99.9,99.1,205674950,,,99.9,99.3,34.6,99.9,99.9,99.9,69771835,11870408
12/22/2021,Race_eth_NHAsian,11782597,6.6,4.9,10808401,62,56.9,6.8,5.2,44.8,7.6,6.7,9.8,4668399,1075908
12/22/2021,Race_eth_NHBlack,17945934,10,7.4,15675678,43.5,38,9.8,7.6,29.4,7.4,9.9,8.3,4544498,911628
12/22/2021,Sex_known,239143523,99.9,99.1,205498802,,,99.9,99.3,34.2,99.9,99.9,99.9,68877001,12237898
12/22/2021,Ages_<12yrs,6732405,2.8,2.8,4203910,13.9,8.7,2,2,0,0,0,0,0,0
12/22/2021,Race_eth_NHNHOPI,560404,0.3,0.2,504269,60.3,54.3,0.3,0.2,26.7,0.2,0.3,0.2,131605,27156
12/22/2021,Ages_18-24_yrs,21781361,9,9,18141439,71.2,59.3,8.8,8.8,14.2,3.7,8.9,8.6,2580923,1052124
12/22/2021,Ages_12-15_yrs,10353342,4.3,4.3,8784208,61.2,51.9,4.2,4.2,0.4,0.1,4.3,0.1,35551,9328
12/22/2021,US,241320968,,100,207001260,72.7,62.3,,100,34,,100,,69006746,12263494
12/22/2021,Race_eth_NHAIAN,1619105,0.9,0.7,1343936,66.5,55.2,0.8,0.6,31.6,0.7,0.8,0.6,412455,62397
12/22/2021,Ages_<5yrs,11861,0,0,3077,0.1,0,0,0,0,0,0,0,0,0
12/22/2021,Race_eth_NHMult_Oth,10713152,6,4.4,9507001,95,95,5.9,4.6,39.8,6,5.9,5.7,3668772,622907
12/22/2021,Age_unknown,24973,0,0,5863,,,0,0,0,0,0,0,0,0
12/22/2021,Sex_Female,125002810,52.3,51.8,107863523,74.2,64,52.5,52.1,35.8,54.9,52.6,52.3,37840365,6402116
12/22/2021,Ages_25-39_yrs,51089206,21.2,21.2,43408319,74.7,63.5,21,21,22.5,14.2,21.4,20.9,9781297,2564028
12/22/2021,Age_known,241295995,99.9,99.9,206995397,,,99.9,99.9,34,99.9,99.9,99.9,69006746,12263494
12/22/2021,Race_eth_known,178945692,99.9,74.2,160105557,,,99.9,77.3,39.2,99.9,99.9,99.9,61409067,10967615
12/22/2021,Ages_16-17_yrs,5635466,2.3,2.3,4883536,67.2,58.2,2.4,2.4,7,0.5,2.4,2.5,341073,302624
12/22/2021,Race_eth_NHWhite,100614397,56.2,41.7,91454301,51,46.3,57.1,44.2,45.5,66.3,57.2,60.4,40712498,6622109
12/22/2021,Race_eth_Hispanic,35710103,20,14.8,30811971,56,48.3,19.2,14.9,24.1,11.8,19.3,15,7270840,1645510
